"shopId","shopName"
8621514,Sellow
8625257,HousepartBox
8630923,Safeme
8640121,Banurasmishop
8642071,Ortodok Shop
8643191,SCHOL-STAR
8645876,Toserba-Amanah
8655021,JAYADRATA SHOP
8660608,store883
8662021,Cindysue shop
8666106,Qhia Store
8678319,Alanas Shop
8679527,Hoirith
8699520,Papamama Baby Tangerang
8705913,Everything Home Store
8718084,toko ojim
8723903,AzaliaStar
8723960,GinzaMart
8735173,Aspires Shop
8741810,fafa.
8748673,Zhaff_Lab
8760023,zahran_store
8761952,Cobain Dongs
8762123,Bike Garage.ID
8770975,DagangSat
8775897,Terminal Man Store.
8808217,bumbudapur_family
8815595,triplesixfive
8816884,TOKO A S M A
8818772,IDOLA ACC IND
8838920,Jannah ID
8845041,bright01
8845073,Smart Living ID
8876689,RakimSon
8877124,geserda
8878064,KENIKOSTORE
8886219,Wincome_Store
8920699,Sunny Sunshine Mart
8941878,R E STORE
8955515,Makmur_market
8970508,Gemez Shop12
8972856,Lavande-Grosir
8976335,Lilsky Id
8982697,Speed_Junkie
8996809,zahira qu
9000920,Felison Bike Shop
9005468,Adz grosir
9005985,LilSaint ID
9007644,JIPD MALL
9011850,ourshopnow
9012173,Generik_shop
9015221,KIMMIE STATIONARY
9016345,javanica collection
9017932,Staven
9020293,Erniya alkes
9022506,Ozmanstore
9024833,OneBike ID
9048779,Zerophase ID
9064252,Misqi Store
9064769,CV. Avore Store
9084712,Wirastore14
9085891,ESN WAREHOUSE
9096559,ANOIRA STORE
9104557,Grosir Atk &amp;amp; Acc komputer
9111994,megagalaxy_mg
9127217,La Bubbles
9127557,Maxxiebike
9129094,Dimension_official
9140722,Autobikeid
9145553,Rockbros Official
9151632,namumu
9164262,FaritmuhammadOlShop
9165586,CLAN AksesorisShop
9167546,DREAS_ SHOPP
9174905,AmanahBigStore
9176344,Khoirul Azhar Store
9195435,gowes id
9204981,Bonanza Mall
9237501,Canary Bike
9240935,Hrvey Leather Goods
9252851,Dr. shop_id
9256905,SERBAMURAHLENGKAP
9257207,Sellershoppedia
9263800,Ben10_storage
9268663,Link Alga
9279833,Evan Bike Shop
9285864,electromagnett
9287664,Tara Sani ID
9289595,CV BRILIAN LESTARI
9302961,Levin Mart Sunter
9306422,Rocket Think
9313323,Tsaliem Group
9313977,Sabrinn Mark
9315393,MASKOT9
9319204,PerabotRumahku
9322520,SvkaSvka
9333346,Loji Dikari
9349406,Mangga buy
9350488,Uhuy Aja
9354156,Ivyanda Shop
9391906,SevenSkyStore
9404336,Ameera_Store27
9418276,webhe store
9423455,kafabillahsnack
9425699,MallBalder
9425842,Benoit Computer
9428203,MIA Ragazza store
9432555,SERBA MURAH DJAKARTA
9437784,Arus Jaya
9442625,FittoBike
9448139,sembako murah9
9458845,Dailytoko
9472624,Connectstore_id
9484355,wem acc
9501847,bidvanastore
9509124,Apotek Mose
9516923,queenstone shop
9525924,jeraretrem shop
9536920,K24Sampangan
9543579,Zeen Gallery
9543624,Joee Collections
9543703,Noec Station
9543751,Makers Store
9543799,Rising Starr
9543846,Precious Impor
9544597,Cloudnine Garage
9549584,Aseps indo
9555320,Hikmah Pro
9558983,Elyathan
9570364,kezaku
9582885,Okeoce-Marisa Toko
9585514,Twinwil
9599579,HWStoreID
9602701,Sovie Akse
9605411,ziyi olshop
9610824,Asjad Electronics
9633872,NewWorld Storee
9634361,Rhino Space
9634501,Shop Homedecor
9653729,yanyul store
9660193,CV kasih ibu
9667507,Up 2 Store
9669058,Rosario Official
9671856,GUB Indonesia
9676121,derras shoop
9681194,WellLogging
9688883,dwi_shop12
9712135,Kalsedon INA
9718413,Gudang Budget
9720330,KHASAN VVIP
9729680,PRODUCTIONSID
9736892,Vaniadhea
9747928,ceriamart888
9750632,murah meriah shop 09
9753772,altona garage
9756900,traine23
9760434,bunga store 09
9764812,MECCA 19 OFFICIAL
9772787,G&amp;#39;R Store21
9772951,LuckyStore95
9783262,CGKBDO
9783674,RajaGrosir727
9791499,ponco warno
9792164,sakinah-star
9801746,Apotek Tobersa Medika
9806453,MARSUPILAMII
9807817,Bahagiaraya
9812873,Pienar Bike Shop
9819947,barokah store46
9824910,Ganesi Hobi &amp; KOLEKSI
9837106,Profit Berkah
9843420,Mimic - Biken
9851573,KEAJAIBANDOA store
9860529,akay iyoi
9886789,Arsuxeo Indonesia
9899068,Moven Shop
9899127,Sevel Mart
9909660,Gemelia Store
9916117,Familytoys2020
9920030,Jihan18 stationery
9928255,Azzafran999
9941443,Permana_Shopp
9952756,BuyBez Collectsy
9956591,majestic official 01
9968244,Mix Savage
9970611,Lingling_Kosmetik
9973739,Madot Market
9998223,ROCKBROS CYCLE
10001538,Studio Place
10014241,AliciaBike_Shop
10038647,YoMart88
10062238,BudStore id
10076967,Epidot Store
10077490,Galena Official
10082158,AgenNasaClara
10082853,Tonasa Persada
10093095,DIKA ST0RE
10104672,Mak ipah Berkah
10107515,RajaShop-88
10114928,sansshop99
10115317,TokoMu_
10142806,Smile Store99
10147728,Light Sport.id
10154788,MADAMPAPI
10156463,MOLEJONE
10164954,Razzaaq Store1
10166314,MatiinToko
10179839,LUXURY SH0P
10189633,First Stand
10196403,Stone_Market
10222597,CAIRBULL
10231486,ROCKBROS OFFICIAL STORE
10239317,FatimahP
10245773,DailyBikeShop
10247151,Nabila Ratna
10258848,"127BikeShop"
10262001,seraiwangi_
10265786,Tokobersama21
10270306,Sekret Hero
10271620,GRACE SHOPPPING
10272365,GOLDEN RAMA
10275814,zivanya21 store
10276658,Rokatoska
10277256,Delviano Handmade
10277620,Bikeley Market
10282328,Victoria Berkah Indah
10296762,groecep
10298200,ER_storee
10317682,Bikestop Indonesia
10322743,farida store_
10333348,TOKO_VITALITAS.
10346573,Rayyan store9
10347850,Ghanim Shop17
10361370,mulia store 09
10375564,Elephant MinD
10391500,ZEN SLIPPERS
10408431,Bibit Promo Murah
10417079,Lyberta
10421092,monascity
10424354,Alfazza collections
10424574,Ambon Mall
10424640,Abymanyu shop
10428345,Dona Barokah
10435721,jaya mulya online
10437214,Arieleza_Store
10442393,Black Flame ID
10450120,Sinar abadi99
10450347,LOGITEC
10462337,Qbig Store
10463517,TRUSTIDEA ID
10470164,TBU STORE
10483122,powerstore.
10487970,MARIBELI ID
10504534,ALISHBA ID
10511499,Feriha ID
10518258,Qirania Store Jogja
10530902,Bhakul shops 93
10532876,Tokonline_id
10548003,Agan99
10557412,Asia Citra
10561962,Moora&#39;s Houseware
10570190,Deliveza
10570633,UMEILA
10581660,GO-WES
10584734,PD SUMBER BERKAT
10594243,CherAtelier
10595100,CahayaMedica
10595404,KOLEKSI IKAN
10599353,sijangkung
10600972,Cnr sport
10604186,Asli Ada
10608939,Jual Beli34
10622537,Shikasshim
10630517,ozon_shop
10641814,Basuki id
10675300,makna sho
10675337,jasalo
10679944,Hayyu Store1
10687937,AULIYAH__SHOP
10711403,mrcaisen
10715691,Waasi Store1
10723699,RedTulip168
10735760,Jamii Store1
10750123,Nafii Store1
10755680,LAYER BIKE
10759572,Online 2021
10774834,Dunia Waktu 24
10775007,Asyik Comp
10775125,pelopor imprt
10780742,tokoindogrosir
10783942,Azza Toko1
10791292,Athena Sheild
10794173,Madani Store1
10798711,Interestingstore
10817666,Dark Horse Official
10834890,Top_Cash
10857082,TOKOE5
10869101,ONE BALANCE
10874744,emwaiwai
10878616,fiveworldaround
10880708,goldensixprown
10893472,CALAZCO JAYA
10896593,jamiljeje
10898064,BUCKETSEVEN
10898490,d&#39;stationstore
10904602,Manaz Medical
10909504,mamipo
10921935,galleri kita
10922156,kaos oke
10923835,Nusantara Perkasa Store
10924255,Toko Maju Mujur
10925827,Eversick
10929315,Manchestercity
10929942,Rodalink Indonesia Official Store
10935883,POKOKyakin99
10943053,Energy Kit
10954380,IMPORTIR SHOPP
10967588,diba centre
10981223,Sigurdr Store
10986732,lintasJAYA
10988539,AMOEBAMUBAL
11002625,Alibabat
11006791,masya11shop
11020203,Astronot str
11020473,PT.BIMA SAKTI
11021074,Apotek Sakinah Cimahi
11024420,Bintang Big
11038969,TOKO TETANGGA ACC
11042466,Jstore_jkt
11052008,Mone Queen
11066002,DitRiza
11074902,Zovin Store
11083576,mumed14
11084485,Agung View
11091061,Cathrine Indotama
11101585,delo52
11107569,embunpagi80
11113801,Can Are Ok FN3
11124222,Adni12
11140231,Erfolg ST0RE
11142150,LINTANKSTORE OFFICIAL
11144550,Parts Expo
11154846,MeryShopp90
11161211,Rizka aromah
11174972,SAGAALFIN
11183893,Michaela Multi Shop
11208820,Nicollaz
11208839,Amaliatul
11208873,AgniaLab
11231305,Prajurit 99
11233243,Ripos Store
11233335,MAHIRA ST0RE
11241171,AROHANA
11255283,JabriksJunior_shop
11270854,Zonexprest
11274228,Culture Style
11276042,anaakRANTAU
11276795,Fashion&#39;s
11278326,TUkatuKu_ae
11286251,santunku
11286690,Kang Storee
11297420,pamongs
11312839,MemeGrosir
11313171,Hits Market
11329374,ThePooh Store
11329706,"88market88"
11330162,LarisPool Store
11333408,TOKOTERLARISSANGAT
11347453,GreennStoree
11408930,Toserba Vrickay
11439278,RIDHO GREEND OFFICIAL
11444039,SEIS DU SHOP
11455920,cartelindo
11470387,Sivini ID
11470419,Fosco Store
11471753,LILAST SHOP
11473306,IjamYamShop
11473479,YuniTifa
11473824,BulanBinari
11474722,CitraKintanShop
11477935,Perabot murah100
11481044,dream house941
11494731,Berkah Jaya Abadi 12
11494800,aksesoris terlengkap 456
11501898,Sumberrezekilancar
11504093,Lingling_OLSHOP26
11516499,lamoraz
11519274,lapakobat new
11520879,Sport Shop Official
11530355,santaybike
11534959,HanifasyahShop
11539574,tulushansshop
11541162,Happy Collec
11541202,Eriana Karine
11543017,JonathanlimShop
11548940,Nature-Market
11549139,ChikalikaShop
11612368,perfecto12
11682173,Apt Sehati Depok
11689982,Waroeng-DnD
11748801,rumah.sehat.
11750495,Setiabudi Jaya ACC
11763296,Dxuu_Optify
11768842,Apotek Victory Farma Tangerang
11819497,Gapura Beauty
11836092,SuperValues
11849316,niajaspen store
11849505,ratnawahyu store
11858161,dinawinata store
11877856,Official Store Inc
11905212,jihansindi store
11923441,signa medika
11930043,JUPITER MARKET
11935046,windiwulan store
11936493,Mega Champion
11936667,Batavia Toolparts
12001284,Hi Cus
12005784,The_Unique
12024631,ayuwulandista
12048370,Kei19
12089843,aeyoungstart
12107640,Verskla
12112518,Elfionalica store
12121633,Vidya Seller
12137032,expansionstore
12140689,melatisofyan store
12140914,afizagania store
12140969,aksanaziel803
12145268,ervinelvano store
12152870,SuryaCitra8
12160750,datangjualbelii
12162989,Graneroshop
12173718,Apotek Makmur Sehat
12181879,DELIGHT MOTO
12197817,Gavyn shop
12218731,rahma67
12245473,NURJANAH SITI
12246136,ranuanas
12250449,SMC168
12277120,bb9shop
12294557,barokahberkah08
12320508,yantijamil store
12325194,Fantastic Olhop
12342676,nadayastore
12342786,ocenashop
12348713,BEKASI HERBAL SHOP
12355670,rakaulung store
12378565,Merdeka ID
12424753,Leonstar335
12425220,fadilsaleh store
12426109,norma_sila
12426397,CendanaCarAcc
12500365,Grosir_ImportBajuMurah
12535438,HMA Medikal Official
12555510,cheryl cheryl
12555608,art shop18
12555665,NATHA LIA
12562165,yoviana99
12600922,DT SHOP INDONESIA
12625045,FUNNY SHOP08
12625224,suwan didi
12631040,lindawati_shop
12657444,Toko V-Yo
12685211,DiyanaSandra
12729390,ryandyan
12739616,growstore23
12740001,kettlebell
12740363,julianzshop32
12804557,Sitilisaa
12879429,Ffdenis
