"skuId","shopId","productName","discountedPrice","originalPrice","rating","soldCount","createdAt"
2593456,112090,Pembersih Tangan Gel Anti Bakteri Gantungan Tas Karakter 3D,30000.0,0.0,0.0,0,"2022-01-24 08:37:20.714 +00:00"
11964017,239306,Aseptic Gel Onemed Antiseptik Pembersih Tangan,43000.0,0.0,0.0,40,"2022-01-24 08:37:21.728 +00:00"
12012338,137077,"Miss Moter Matcha Milk Hand Wax - Gel Pemutih Badan,Tangan, Kaki",69500.0,0.0,0.0,20,"2022-01-24 08:37:19.413 +00:00"
19816434,543687,touch hand soap dispenser sabun cair tangan cuci piring gel liquid,34000.0,0.0,0.0,24,"2022-01-24 08:37:20.200 +00:00"
21868207,654588,KONICARE GEL PEMBERSIH TANGAN 60 ML - 6PCS,67000.0,0.0,0.0,0,"2022-01-24 08:37:23.245 +00:00"
28451336,276888,"refill aseptic gel 500 ml, cariran gel pembersih tangan, antiseptic",36000.0,0.0,0.0,81,"2022-01-24 08:37:19.589 +00:00"
40899880,210731,Glove Specialized Gel | Sarung Tangan Specialized | Glove Specialized,125000.0,0.0,0.0,17,"2022-01-24 08:37:19.413 +00:00"
53248593,210731,"Sarung Tangan Shimano GEL | Glove Shimano GEL, Biru Hitam",59000.0,0.0,0.0,13,"2022-01-24 08:37:19.413 +00:00"
66393129,1248802,Aseptic Gel / Gel untuk pembersih Tangan,240000.0,0.0,0.0,60,"2022-01-24 08:37:20.200 +00:00"
72113267,592131,Sarung tangan sepeda Pearl Izumi New Design Lapis Gel Import,79900.0,0.0,0.0,60,"2022-01-24 08:37:20.200 +00:00"
74656139,862346,"Hand Gel with Silicon, Cairan Cuci Tangan",3999.0,0.0,0.0,13,"2022-01-24 08:37:19.413 +00:00"
77570284,1293005,PULPEN BATIK YM-GP-888 / GEL PEN KANTOR BATIK YAMANO PEN TANDA TANGAN,2299.0,0.0,0.0,5,"2022-01-24 08:37:20.714 +00:00"
98089277,1267554,Best SARUNG TANGAN SEPEDA PEARL IZUMI Full Finger Gel GLOVES,133000.0,0.0,0.0,2,"2022-01-24 08:37:21.466 +00:00"
174149262,276888,BRACKET ANTISEPTIC GEL ASEPTIC GEL ONEMED GANTUNGAN PEMBERSIH TANGAN,25000.0,0.0,0.0,16,"2022-01-24 08:37:19.588 +00:00"
198359726,292460,Half Finger Glove - Sarung Tangan Sepeda Gel Berkualitas,65000.0,0.0,0.0,12,"2022-01-24 08:37:20.200 +00:00"
210963553,844685,Pembersih Tangan GeL | Nuvo Hand Sanitizer Pump Moisturizer 250,21750.0,0.0,0.0,9,"2022-01-24 08:37:19.873 +00:00"
218567308,2609860,Pembersih Tangan Anti Bakteri / Nuvo Hand Sanitizer Gel 85,10500.0,0.0,0.0,47,"2022-01-24 08:37:19.413 +00:00"
221640031,2581119,TERLARIS Specialized Full Finger Gloves Sarung Tangan Gel murah,138600.0,0.0,0.0,0,"2022-01-24 08:37:20.200 +00:00"
223372043,2609860,Pembersih Tangan GeL / Antis Antiseptik Pembersih Tangan GeL Pump 250,45500.0,0.0,0.0,16,"2022-01-24 08:37:19.588 +00:00"
230163461,2700816,SARUNG TANGAN SEPEDA GEL/JEL GIANT BIRU,100000.0,0.0,0.0,0,"2022-01-24 08:37:20.976 +00:00"
244876134,1408582,Sarung Tangan Olahraga dengan 3D Shockproof Gel,44800.0,0.0,0.0,2,"2022-01-24 08:37:20.200 +00:00"
261312474,232631,PEARL IZUMI Sarung Tangan Sepeda Dengan Padding Gel,35000.0,0.0,0.0,255,"2022-01-24 08:37:19.413 +00:00"
263305976,1205733,pulpen tanda tangan sign gel pena ballpoint kenko cetek,4000.0,0.0,0.0,7,"2022-01-24 08:37:19.588 +00:00"
271576601,484865,Konicare Gel Pembersih Tangan / Gel Pembersih Tangan,9950.0,0.0,0.0,2,"2022-01-24 08:37:19.873 +00:00"
271670315,405628,Termurah. Sarung tangan Shimano gel blue. Gloves,59000.0,0.0,0.0,5,"2022-01-24 08:37:19.413 +00:00"
272664006,2398346,Aseptic Gel One Med 500ml pembersih tangan,45000.0,0.0,0.0,6,"2022-01-24 08:37:19.588 +00:00"
286075669,2451181,DETTOL HAND SANITIZER PEMBERSIH TANGAN GEL INSTAN,15000.0,0.0,0.0,24,"2022-01-24 08:37:19.413 +00:00"
287585730,811699,Sarung Tangan Olahraga dengan 3D Shockproof Gel,47900.0,0.0,0.0,0,"2022-01-24 08:37:21.466 +00:00"
315508416,2074242,Sarung tangan gel half finger Cyclezone Gloves gel Sepeda setengah j,149500.0,0.0,0.0,3,"2022-01-24 08:37:20.976 +00:00"
325642269,1459537,Sarung Tangan Olahraga Sepeda Half Finger/Setengah Jari dengan Gel,45000.0,0.0,0.0,18,"2022-01-24 08:37:20.200 +00:00"
345952655,3659902,Konicare Gel Pembersih Tangan Botol 60 ml,10170.0,11300.0,0.0,94,"2022-01-24 08:37:20.200 +00:00"
346470278,470772,Sarung tangan Sepeda Robesbon Fitness gym Gel High Quality senam,84500.0,0.0,0.0,7,"2022-01-24 08:37:19.588 +00:00"
355545018,1267265,Sarung Tangan Olahraga dengan 3D Shockproof Gel Size L - Blue,46600.0,0.0,0.0,1,"2022-01-24 08:37:25.713 +00:00"
368738231,2876284,ANTISEPTIK GEL GEA 500ML / CAIRAN PEMBERSIH TANGAN,36000.0,0.0,0.0,21,"2022-01-24 08:37:19.873 +00:00"
372592475,1673118,Hand Sanitizer Gel Antiseptik Pembersih Tangan Handsanitizer,7300.0,0.0,0.0,126,"2022-01-24 08:37:19.588 +00:00"
379763442,4088361,Sarung tangan sepeda Cycling Gloves GUB 2099 Half Finger With Gel,227000.0,0.0,0.0,3,"2022-01-24 08:37:20.200 +00:00"
385264686,4937689,Sarung Tangan Sepeda hitam gel,75000.0,0.0,0.0,3,"2022-01-24 08:37:19.873 +00:00"
400482113,2108090,Nuvo Hand Sanitizer Pembersih Tangan Gel 50 mL,6250.0,0.0,0.0,9,"2022-01-24 08:37:21.131 +00:00"
400488364,2108090,Nuvo Hand Sanitizer Pembersih Tangan Gel 250 mL,21250.0,0.0,0.0,10,"2022-01-24 08:37:20.456 +00:00"
400493494,844685,Pembersih Tangan GeL | Nuvo Hand Sanitizer Pump Moisturizer 85,12350.0,0.0,0.0,6,"2022-01-24 08:37:20.456 +00:00"
406130989,4196564,plastik klip pegangan tangan isi 10 pcs + 1 pack silica gel natural,30500.0,0.0,0.0,120,"2022-01-24 08:37:19.413 +00:00"
407990422,2438687,Aseptic Gel Onemed 500ml Antiseptic Pembersih Tangan Hand Sanitizer,30000.0,0.0,0.0,283,"2022-01-24 08:37:19.413 +00:00"
408720134,2464566,"PULPEN Tanda tangan ANTI LUNTUR!!! UNIBALL GEL IMPACT 1,0mm BROAD",32000.0,0.0,0.0,326,"2022-01-24 08:37:19.413 +00:00"
419997933,514622,Sarung Tangan Sepeda Motor Olahraga dengan Gel 3D Shockproof,41900.0,0.0,0.0,98,"2022-01-24 08:37:19.413 +00:00"
420517777,5548121,Salep Krim Pelembab Tangan Gel Anti Penuaan Perawatan Kulit,13000.0,0.0,0.0,20,"2022-01-24 08:37:19.588 +00:00"
421092105,5328030,Konicare Gel Pembersih Tangan – 60ml,11800.0,0.0,0.0,16,"2022-01-24 08:37:19.588 +00:00"
424254580,5547439,Aseptic Gel 500ml + Dispenser/ Sabun Cuci Tangan,75000.0,0.0,0.0,4,"2022-01-24 08:37:20.200 +00:00"
442958674,938975,Mouse Pad dengan Tatakan Tangan Bantalan Gel,9800.0,0.0,0.0,90,"2022-01-24 08:37:19.413 +00:00"
449018677,276888,"Aseptic Gel, Cairan Cuci Tangan Gel Alkohol Pembersih Anti Bakteri",40000.0,0.0,0.0,28,"2022-01-24 08:37:20.200 +00:00"
449019176,276888,"Jel Alkohol Antiseptik - Aseptic Gel, Cairan Cuci Tangan Anti Kuman",40000.0,0.0,0.0,31,"2022-01-24 08:37:20.200 +00:00"
458774637,5698177,Konicare Gel Pembersih Tangan 60ml,9500.0,0.0,0.0,0,"2022-01-24 08:37:20.715 +00:00"
459751432,1536709,Paket Cuci Tangan dengan Handrub (Cairan Antiseptik Gel),75000.0,0.0,0.0,24,"2022-01-24 08:37:21.131 +00:00"
480133244,2438687,Bracket Hand Wash Onemeh Braket Alkohol Aseptic Gel Sabun Tangan Cair,19250.0,0.0,0.0,32,"2022-01-24 08:37:19.588 +00:00"
